         1365951 function calls (1341936 primitive calls) in 133.986 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:939(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
       19    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:236(__hash__)
       98    0.000    0.000    0.000    0.000 {method 'SetInParent' of 'google.protobuf.pyext._message.CMessage' objects}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:826(path_stats)
      168    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3868(_original_op)
      213    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:1311(_as_graph_element)
      106    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2116(__len__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_should_use.py:135(_add_should_use_warning)
       80    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/_binary.py:93(o32be)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.5/genericpath.py:111(_splitext)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:72(__init__)
       47    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4391(_current_control_dependencies)
       90    0.000    0.000    0.000    0.000 {built-in method time.time}
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:319(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/fromnumeric.py:2016(all)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:316(_StopOps)
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2900(_variable_creator_stack)
      347    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:297(unique_fetches)
       52    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:554(<genexpr>)
      210    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4868(_control_dependencies_stack)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2104(get_shape)
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:362(_escape)
       39    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1245(convert_to_tensor_or_indexed_slices)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:4629(<listcomp>)
       19    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1545(_device_string)
      346    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       19    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/dtypes.py:146(is_floating)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:78(opengroup)
       84    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2119(__bool__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:170(__exit__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:513(spec_from_file_location)
       36    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:601(__del__)
       32    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:374(_mk_bitmap)
       36    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:529(__init__)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:186(_get_default_distribution_strategy)
      735    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       56    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:457(<genexpr>)
       99    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       32    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:809(load)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:1516(__enter__)
      298    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       89    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:1270(<listcomp>)
       26    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:847(_get_non_slot_variable)
       50    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:621(__eq__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:820(<listcomp>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:5068(<listcomp>)
       13    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/control_flow_ops.py:3468(<listcomp>)
       15    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:233(__eq__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/context.py:87(__init__)
      379    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/random_seed.py:36(get_seed)
      105    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetStopOnThread}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/tf_should_use.py:106(_get_wrapper)
      216    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:350(_maybe_colocate_with)
       32    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:2304(_check_size)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:94(acquire)
      140    0.000    0.000    0.000    0.000 /usr/lib/python3.5/_weakrefset.py:16(__init__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:119(release)
       67    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:2385(_get_trainable_value)
     20/2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ast.py:49(_convert)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:953(<listcomp>)
      106    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:900(_GetGrads)
       93    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TF_OperationGetControlInputs_wrapper}
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/init_ops.py:94(__init__)
      112    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:878(<listcomp>)
       52    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:941(is_tensor)
      210    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:3028(_set_control_flow_context)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lazy_loader.py:52(__getattr__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:5073(<listcomp>)
       27    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:888(_GetGrad)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:56(_path_split)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:1210(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:639(<listcomp>)
       68    0.000    0.000    0.000    0.000 <string>:12(__new__)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.5/_weakrefset.py:36(__init__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:1073(<listcomp>)
       19    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:178(merge_from)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:472(<listcomp>)
       19    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.SetRequestedDevice}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lazy_loader.py:40(_load)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/op_def_library.py:487(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/GimpGradientFile.py:16(<module>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:864(_assert_valid_dtypes)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:4634(<listcomp>)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2095(shape)
      132    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4429(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:745(exec_module)
      140    0.000    0.000    0.000    0.000 /usr/lib/python3.5/_weakrefset.py:52(_commit_removals)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/adam.py:125(<lambda>)
      105    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.TFE_Py_TapeSetRestartOnThread}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/checkpointable/base.py:695(_handle_deferred_dependencies)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:522(<listcomp>)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.5/urllib/parse.py:100(_coerce_args)
       52    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:47(__str__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.5/linecache.py:53(checkcache)
        1    0.000    0.000    0.000    0.000 {built-in method posix.remove}
       89    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:457(fetches)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
      138    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       37    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:149(<listcomp>)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.5/tokenize.py:232(add_whitespace)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__init__)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/twodim_base.py:86(flipud)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PpmImagePlugin.py:18(<module>)
      132    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:4374(control_inputs)
      107    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:366(_verbose_message)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:819(format)
        8    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
       13    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/control_flow_ops.py:3472(<listcomp>)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.5/codecs.py:318(decode)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:45(_r_long)
       81    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       12    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
       96    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1062(name)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/numerictypes.py:759(__getitem__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_compile.py:376(<listcomp>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:1350(convert_n_to_tensor_or_indexed_slices)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/checkpointable/base.py:422(_method_wrapper)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/importlib/__init__.py:108(import_module)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:554(format)
       78    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2125(__getitem__)
      138    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
      147    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:1367(_ref)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.5/tokenize.py:387(find_cookie)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/numerictypes.py:687(issubdtype)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.5/ast.py:61(<genexpr>)
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:784(<listcomp>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:1224(<listcomp>)
       17    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       36    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1326(variable_scope_count)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:972(_gcd_import)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:856(__exit__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gen_nn_ops.py:1087(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1774(getLogger)
      122    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2336(<listcomp>)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:1059(_slot_dict)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2566(<listcomp>)
       67    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:75(groups)
       86    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:357(unique_fetches)
       32    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:789(find_spec)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:241(iscode)
       26    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/control_flow_ops.py:3483(<lambda>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:716(find_spec)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/GimpPaletteFile.py:17(<module>)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:852(__enter__)
      224    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1132(getLogger)
      137    0.000    0.000    0.000    0.000 /usr/lib/python3.5/_collections_abc.py:308(__subclasshook__)
       37    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:102(job)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       34    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       71    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:1337(value)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:217(istraceback)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:217(__init__)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:621(decorator)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/PaletteFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2404(global_variables)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.5/copyreg.py:87(__newobj__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:260(getuntil)
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saveable_object.py:54(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       89    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/client/session.py:465(targets)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.5/fractions.py:60(Fraction)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/TiffImagePlugin.py:294(IFDRational)
       48    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1136(set_partitioner)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/matplotlib/cbook.py:696(is_string_like)
       37    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:91(_clear)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageSequence.py:19(<module>)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1315(open_variable_scope)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:227(isframe)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:382(_check_name_wrapper)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:814(_read_bytes)
       93    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/ops.py:2184(<listcomp>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:419(parent)
       88    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:98(job)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:195(_lock_unlock_module)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:209(read_magic)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:324(<genexpr>)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
       71    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       72    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:161(__setitem__)
        1    0.000    0.000    0.000    0.000 {method 'seed' of 'mtrand.RandomState' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2437(_all_saveable_objects)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(__init__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/numerictypes.py:565(obj2sctype)
       88    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:109(replica)
      204    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/fromnumeric.py:404(repeat)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/core/numerictypes.py:619(issubclass_)
       11    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/checkpointable/base.py:447(_maybe_initialize_checkpointable)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:512(<listcomp>)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_util.py:485(<listcomp>)
       46    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/deprecation.py:560(deprecated_argument_lookup)
       88    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:120(task)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:957(flush)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/format.py:263(header_data_from_array_1_0)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:2761(register_open)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/numpy/lib/type_check.py:250(iscomplexobj)
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/saveable_object.py:46(tensor)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:2810(register_extension)
        3    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/Image.py:2821(register_extensions)
       37    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:113(replica)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/util/lock_util.py:54(__init__)
       32    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:1347(findCaller)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.5/inspect.py:72(isclass)
       30    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1082(use_resource)
       37    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/device.py:124(task)
       34    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/gradients_impl.py:657(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/PIL/ImageColor.py:20(<module>)
        5    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:120(get_cross_tower_context)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.5/sre_parse.py:312(_class_escape)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/compat/compat.py:32(forward_compatible)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/distribution_strategy_context.py:193(_get_default_tower_context)
       48    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1094(partitioner)
       11    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/adam.py:40(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1310(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/nn_grad.py:458(IsZero)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.5/collections/__init__.py:421(<genexpr>)
       34    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:104(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:737(create_module)
       12    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
       17    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/training/optimizer.py:110(target)
       43    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variables.py:2070(initializer)
       63    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1064(_path_importer_cache)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/ops/variable_scope.py:1086(regularizer)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:310(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.5/logging/__init__.py:799(acquire)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/framework/tensor_shape.py:582(__bool__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:786(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:436(spec_from_loader)
        9    0.000    0.000    0.000    0.000 /usr/local/lib/python3.5/dist-packages/tensorflow/python/eager/execute.py:153(make_tensor)
